STREETSEGID,BIKEINCIDENTS,PEDINCIDENTS,PEDFATALITIES,LVL1,LVL2,LVL3,RISK_SUM,RISK_INDEX,
12441,0,2,0,0,0,0,0,1,
12445,2,0,0,0,2,0,6,2,
12453,2,0,0,0,2,0,6,2,
12455,0,2,0,0,0,0,0,1,
12456,0,1,0,0,0,0,0,1,
12461,1,0,0,0,1,0,3,1,
12462,0,1,0,0,0,0,0,1,
12469,1,0,0,0,1,0,3,1,
12470,0,1,0,0,0,0,0,1,
12476,0,1,0,0,0,0,0,1,
12479,1,1,0,1,0,0,1,1,
12486,2,0,0,0,2,0,6,2,
12488,0,1,0,0,0,0,0,1,
12493,3,5,0,1,2,0,7,2,
12504,2,0,0,0,2,0,6,2,
12506,1,0,0,0,1,0,3,1,
12507,0,2,0,0,0,0,0,1,
12509,0,2,0,0,0,0,0,1,
12512,1,3,0,0,0,1,3,1,
12516,0,1,0,0,0,0,0,1,
12519,0,1,0,0,0,0,0,1,
12525,2,0,0,1,1,0,4,1,
12529,0,1,0,0,0,0,0,1,
12531,0,1,0,0,0,0,0,1,
12535,0,1,0,0,0,0,0,1,
12541,0,1,0,0,0,0,0,1,
12542,0,1,0,0,0,0,0,1,
12544,0,1,0,0,0,0,0,1,
12547,0,1,0,0,0,0,0,1,
12549,0,2,0,0,0,0,0,1,
12551,0,1,0,0,0,0,0,1,
12561,0,1,0,0,0,0,0,1,
12563,0,1,0,0,0,0,0,1,
12565,2,0,0,1,1,0,4,1,
12569,1,2,0,0,1,0,3,1,
12572,3,2,0,0,3,0,9,2,
12576,1,1,0,0,1,0,3,1,
12586,0,1,0,0,0,0,0,1,
12593,0,1,0,0,0,0,0,1,
12594,0,1,0,0,0,0,0,1,
12600,0,1,0,0,0,0,0,1,
12601,1,4,0,0,1,0,3,1,
12604,1,0,0,1,0,0,1,1,
12612,0,1,0,0,0,0,0,1,
12615,1,3,0,1,0,0,1,1,
12616,1,0,0,0,0,1,3,1,
12619,1,0,0,0,1,0,3,1,
12624,1,0,0,0,1,0,3,1,
12630,0,1,0,0,0,0,0,1,
12631,1,1,0,0,1,0,3,1,
12636,0,1,1,0,0,0,0,1,
12641,2,0,0,0,2,0,6,2,
12643,1,1,0,0,1,0,3,1,
12645,0,1,0,0,0,0,0,1,
12648,1,0,0,0,1,0,3,1,
12650,2,0,0,1,1,0,4,1,
12652,1,1,0,0,1,0,3,1,
12655,0,1,0,0,0,0,0,1,
12657,1,0,0,0,1,0,3,1,
12659,5,3,0,2,3,0,11,3,
12663,2,3,0,0,2,0,6,2,
12671,0,2,0,0,0,0,0,1,
12674,1,0,0,0,1,0,3,1,
12679,0,2,0,0,0,0,0,1,
12692,0,2,0,0,0,0,0,1,
12701,0,1,0,0,0,0,0,1,
12703,1,0,0,1,0,0,1,1,
12709,1,0,0,0,1,0,3,1,
12712,0,1,0,0,0,0,0,1,
12718,2,0,0,0,2,0,6,2,
12729,0,3,0,0,0,0,0,1,
12731,1,0,0,0,1,0,3,1,
12732,3,3,0,0,3,0,9,2,
12738,0,2,1,0,0,0,0,1,
12744,3,0,0,1,2,0,7,2,
12754,5,2,0,1,3,1,13,3,
12758,0,1,0,0,0,0,0,1,
12764,1,3,0,0,1,0,3,1,
12771,1,0,0,0,1,0,3,1,
12781,6,6,0,0,6,0,18,3,
12787,0,1,0,0,0,0,0,1,
12788,0,1,0,0,0,0,0,1,
12791,1,4,0,0,1,0,3,1,
12792,0,1,0,0,0,0,0,1,
12803,0,1,0,0,0,0,0,1,
12804,1,0,0,0,1,0,3,1,
12809,1,1,0,0,1,0,3,1,
12812,1,0,0,0,1,0,3,1,
12815,1,2,0,1,0,0,1,1,
12818,0,1,0,0,0,0,0,1,
12819,0,3,0,0,0,0,0,1,
12823,0,1,0,0,0,0,0,1,
12827,1,0,0,0,1,0,3,1,
12828,5,4,0,2,2,1,11,3,
12835,1,0,0,1,0,0,1,1,
12836,2,0,0,1,1,0,4,1,
12840,2,3,0,1,0,1,4,1,
12847,1,0,0,0,1,0,3,1,
12848,1,0,0,0,1,0,3,1,
12858,0,1,0,0,0,0,0,1,
12860,2,2,0,1,1,0,4,1,
12863,0,1,0,0,0,0,0,1,
12869,0,4,0,0,0,0,0,1,
12871,0,1,0,0,0,0,0,1,
12872,0,1,0,0,0,0,0,1,
12873,1,0,0,1,0,0,1,1,
12874,1,0,0,0,1,0,3,1,
12876,0,1,0,0,0,0,0,1,
12878,1,0,0,1,0,0,1,1,
12879,4,0,0,0,4,0,12,3,
12882,1,0,0,0,1,0,3,1,
12883,0,1,0,0,0,0,0,1,
12896,2,0,0,0,2,0,6,2,
12903,0,1,0,0,0,0,0,1,
12904,0,1,0,0,0,0,0,1,
12906,2,1,0,1,1,0,4,1,
12909,1,0,0,0,1,0,3,1,
12910,0,1,0,0,0,0,0,1,
12913,2,1,0,0,2,0,6,2,
12918,0,2,0,0,0,0,0,1,
12922,0,1,0,0,0,0,0,1,
12926,1,3,0,1,0,0,1,1,
12931,1,0,0,0,1,0,3,1,
12932,0,1,0,0,0,0,0,1,
12933,0,1,0,0,0,0,0,1,
12941,1,0,0,1,0,0,1,1,
12950,0,1,0,0,0,0,0,1,
12951,0,2,0,0,0,0,0,1,
12955,4,4,0,0,4,0,12,3,
12956,6,6,0,3,2,1,12,3,
12959,2,0,0,2,0,0,2,1,
12964,1,0,0,0,1,0,3,1,
12965,0,1,0,0,0,0,0,1,
12968,1,0,0,0,1,0,3,1,
12974,1,1,0,0,1,0,3,1,
12978,1,0,0,0,1,0,3,1,
12980,1,0,0,0,1,0,3,1,
12982,1,1,0,1,0,0,1,1,
12987,1,0,0,0,1,0,3,1,
12993,4,1,0,0,3,1,12,3,
12995,0,1,0,0,0,0,0,1,
13000,0,6,0,0,0,0,0,1,
13002,0,2,0,0,0,0,0,1,
13008,1,0,0,1,0,0,1,1,
13011,0,1,0,0,0,0,0,1,
13013,0,2,0,0,0,0,0,1,
13014,1,0,0,0,0,1,3,1,
13015,0,1,0,0,0,0,0,1,
13016,0,2,0,0,0,0,0,1,
13018,0,1,0,0,0,0,0,1,
13028,0,1,0,0,0,0,0,1,
13029,1,0,0,1,0,0,1,1,
13036,1,0,0,1,0,0,1,1,
13045,0,3,0,0,0,0,0,1,
13047,0,2,0,0,0,0,0,1,
13052,0,1,0,0,0,0,0,1,
13058,0,1,0,0,0,0,0,1,
13062,3,1,0,1,2,0,7,2,
13064,0,1,0,0,0,0,0,1,
13065,1,0,0,0,1,0,3,1,
13066,0,2,0,0,0,0,0,1,
13071,0,1,0,0,0,0,0,1,
13077,1,0,0,0,1,0,3,1,
13081,1,0,0,0,1,0,3,1,
13085,1,0,0,0,1,0,3,1,
13092,1,0,0,0,1,0,3,1,
13097,1,0,0,1,0,0,1,1,
13099,1,0,0,0,1,0,3,1,
13103,0,1,0,0,0,0,0,1,
13106,0,1,0,0,0,0,0,1,
13108,0,1,0,0,0,0,0,1,
13124,1,1,0,0,1,0,3,1,
13126,0,1,0,0,0,0,0,1,
13135,2,3,0,0,1,1,6,2,
13136,0,1,0,0,0,0,0,1,
13141,0,1,0,0,0,0,0,1,
13142,5,4,0,3,2,0,9,2,
13147,0,2,0,0,0,0,0,1,
13152,0,1,0,0,0,0,0,1,
13154,0,1,0,0,0,0,0,1,
13156,1,0,0,0,1,0,3,1,
13157,1,1,0,0,1,0,3,1,
13158,1,0,0,0,1,0,3,1,
13162,1,1,0,0,1,0,3,1,
13164,1,1,0,0,1,0,3,1,
13166,0,1,0,0,0,0,0,1,
13168,0,1,0,0,0,0,0,1,
13172,0,1,0,0,0,0,0,1,
13181,0,2,0,0,0,0,0,1,
13183,0,4,0,0,0,0,0,1,
13185,1,0,0,0,1,0,3,1,
13188,0,1,0,0,0,0,0,1,
13189,12,11,0,3,9,0,30,3,
13191,6,7,0,4,2,0,10,2,
13194,1,1,0,0,1,0,3,1,
13201,1,3,0,0,1,0,3,1,
13205,1,2,0,0,1,0,3,1,
13207,6,6,0,0,6,0,18,3,
13212,1,0,0,0,1,0,3,1,
13215,0,1,0,0,0,0,0,1,
13216,1,3,0,0,1,0,3,1,
13217,0,1,0,0,0,0,0,1,
13218,1,1,0,1,0,0,1,1,
13231,1,1,0,0,1,0,3,1,
13234,1,0,0,0,1,0,3,1,
13240,1,4,0,1,0,0,1,1,
13243,1,1,0,1,0,0,1,1,
13248,0,1,0,0,0,0,0,1,
13262,0,1,0,0,0,0,0,1,
13267,0,1,0,0,0,0,0,1,
13269,1,2,0,1,0,0,1,1,
13270,1,0,0,0,1,0,3,1,
13271,1,2,0,0,1,0,3,1,
13280,1,0,0,0,1,0,3,1,
13281,6,1,0,1,5,0,16,3,
13285,1,0,0,0,1,0,3,1,
13290,0,2,0,0,0,0,0,1,
13291,0,1,0,0,0,0,0,1,
13305,0,2,0,0,0,0,0,1,
13346,0,1,0,0,0,0,0,1,
13384,0,2,0,0,0,0,0,1,
13433,1,0,0,1,0,0,1,1,
13492,0,3,0,0,0,0,0,1,
13494,0,2,0,0,0,0,0,1,
13496,1,0,0,0,1,0,3,1,
13499,0,1,0,0,0,0,0,1,
13501,0,1,0,0,0,0,0,1,
13506,0,1,0,0,0,0,0,1,
13508,0,2,0,0,0,0,0,1,
13517,0,1,0,0,0,0,0,1,
13530,0,2,0,0,0,0,0,1,
13539,0,1,0,0,0,0,0,1,
13546,0,1,0,0,0,0,0,1,
13551,2,0,0,0,1,1,6,2,
13560,0,2,0,0,0,0,0,1,
13561,0,2,1,0,0,0,0,1,
13581,0,1,0,0,0,0,0,1,
13583,0,1,0,0,0,0,0,1,
13587,1,2,0,1,0,0,1,1,
13588,2,5,0,0,2,0,6,2,
13599,1,0,0,0,1,0,3,1,
13635,1,0,0,0,1,0,3,1,
13636,1,0,0,0,1,0,3,1,
13641,1,0,0,1,0,0,1,1,
13642,1,0,0,1,0,0,1,1,
13643,1,0,0,0,1,0,3,1,
13673,1,1,0,0,1,0,3,1,
13683,1,3,0,0,1,0,3,1,
13690,0,1,0,0,0,0,0,1,
13699,0,1,0,0,0,0,0,1,
13806,1,0,0,0,1,0,3,1,
13807,0,2,0,0,0,0,0,1,
13831,0,1,0,0,0,0,0,1,
13874,3,0,0,1,2,0,7,2,
13875,0,1,0,0,0,0,0,1,
13955,2,2,0,0,2,0,6,2,
13972,0,1,0,0,0,0,0,1,
13974,5,1,0,0,5,0,15,3,
14102,1,1,0,1,0,0,1,1,
14104,1,0,0,1,0,0,1,1,
14134,0,3,0,0,0,0,0,1,
14151,0,2,0,0,0,0,0,1,
14162,0,3,0,0,0,0,0,1,
14177,0,1,0,0,0,0,0,1,
14178,0,1,0,0,0,0,0,1,
14180,0,1,0,0,0,0,0,1,
14187,0,2,0,0,0,0,0,1,
14194,2,1,0,0,2,0,6,2,
14200,0,2,0,0,0,0,0,1,
14203,1,0,0,0,1,0,3,1,
14208,1,3,0,0,1,0,3,1,
14227,0,1,0,0,0,0,0,1,
14366,5,2,0,2,3,0,11,3,
14368,1,0,0,0,1,0,3,1,
14391,1,0,0,1,0,0,1,1,
14392,0,1,0,0,0,0,0,1,
14398,1,0,0,1,0,0,1,1,
14404,1,2,0,0,1,0,3,1,
14406,1,0,0,0,1,0,3,1,
14430,1,0,0,1,0,0,1,1,
14500,1,1,0,1,0,0,1,1,
14507,0,1,0,0,0,0,0,1,
14519,0,1,0,0,0,0,0,1,
14520,1,2,0,0,1,0,3,1,
14572,0,1,0,0,0,0,0,1,
14593,0,1,0,0,0,0,0,1,
14631,1,0,0,0,1,0,3,1,
14655,0,1,1,0,0,0,0,1,
14658,0,2,0,0,0,0,0,1,
14659,1,1,0,0,1,0,3,1,
14660,0,2,0,0,0,0,0,1,
14661,1,0,0,1,0,0,1,1,
14693,0,4,1,0,0,0,0,1,
14707,0,3,0,0,0,0,0,1,
14745,0,1,0,0,0,0,0,1,
14746,0,1,1,0,0,0,0,1,
14747,0,3,0,0,0,0,0,1,
14786,1,1,0,0,1,0,3,1,
14858,0,3,0,0,0,0,0,1,
14859,3,0,0,1,2,0,7,2,
14865,0,1,0,0,0,0,0,1,
14866,1,1,0,0,1,0,3,1,
15280,1,0,0,0,1,0,3,1,
15302,2,4,0,0,2,0,6,2,
15303,1,0,0,0,1,0,3,1,
15360,3,13,0,0,3,0,9,2,
15396,0,1,0,0,0,0,0,1,
15397,2,5,1,1,1,0,4,1,
