STREETSEGID,BIKEINCIDENTS,PEDINCIDENTS,PEDFATALITIES,LVL1,LVL2,LVL3,RISK_SUM,RISK_INDEX,
5011,1,9,1,0,1,0,3,1,
5012,1,1,0,0,1,0,3,1,
5015,4,2,0,0,4,0,12,3,
5016,1,0,0,0,1,0,3,1,
5020,1,0,0,0,1,0,3,1,
5022,4,2,0,0,3,1,12,3,
5028,0,1,0,0,0,0,0,1,
5030,1,0,0,0,1,0,3,1,
5041,0,1,0,0,0,0,0,1,
5042,0,1,0,0,0,0,0,1,
5047,0,3,0,0,0,0,0,1,
5049,0,1,0,0,0,0,0,1,
5050,4,2,0,0,4,0,12,3,
5055,0,3,0,0,0,0,0,1,
5056,1,0,0,0,1,0,3,1,
5060,1,1,0,0,1,0,3,1,
5061,2,0,0,1,1,0,4,1,
5065,4,4,0,1,2,1,10,2,
5067,2,0,0,0,2,0,6,2,
5073,0,11,0,0,0,0,0,1,
5088,1,1,0,0,1,0,3,1,
5096,0,1,0,0,0,0,0,1,
5099,0,1,0,0,0,0,0,1,
5108,0,1,0,0,0,0,0,1,
5110,1,1,0,0,1,0,3,1,
5111,0,1,0,0,0,0,0,1,
5113,0,1,0,0,0,0,0,1,
5120,1,1,0,0,1,0,3,1,
5121,0,3,0,0,0,0,0,1,
5123,0,1,0,0,0,0,0,1,
5128,0,1,0,0,0,0,0,1,
5134,0,1,1,0,0,0,0,1,
5144,1,0,0,1,0,0,1,1,
5145,0,2,0,0,0,0,0,1,
5157,2,0,0,0,2,0,6,2,
5162,1,1,0,0,1,0,3,1,
5163,5,1,0,2,3,0,11,3,
5167,3,2,0,1,1,1,7,2,
5174,0,3,0,0,0,0,0,1,
5178,0,1,0,0,0,0,0,1,
5184,0,1,0,0,0,0,0,1,
5185,0,1,0,0,0,0,0,1,
5193,0,1,0,0,0,0,0,1,
5205,0,1,0,0,0,0,0,1,
5208,0,1,0,0,0,0,0,1,
5210,0,2,0,0,0,0,0,1,
5219,0,1,0,0,0,0,0,1,
5223,1,0,0,0,1,0,3,1,
5225,1,0,0,0,1,0,3,1,
5227,1,0,0,0,1,0,3,1,
5234,1,0,0,0,0,1,3,1,
5237,1,0,0,1,0,0,1,1,
5239,0,2,0,0,0,0,0,1,
5242,1,0,0,0,1,0,3,1,
5244,0,1,0,0,0,0,0,1,
5250,3,8,0,0,3,0,9,2,
5251,1,2,0,0,1,0,3,1,
5252,2,1,0,0,2,0,6,2,
5253,0,3,0,0,0,0,0,1,
5256,1,1,0,0,1,0,3,1,
5257,1,0,0,0,1,0,3,1,
5262,1,0,0,1,0,0,1,1,
5264,1,0,0,0,1,0,3,1,
5265,2,1,0,0,1,1,6,2,
5270,4,0,0,1,3,0,10,2,
5271,0,1,0,0,0,0,0,1,
5272,0,1,0,0,0,0,0,1,
5274,1,0,0,0,1,0,3,1,
5275,1,1,0,1,0,0,1,1,
5276,1,0,0,0,1,0,3,1,
5282,0,2,0,0,0,0,0,1,
5284,0,1,0,0,0,0,0,1,
5291,1,1,0,0,1,0,3,1,
5292,6,6,0,0,5,1,18,3,
5294,1,0,0,0,1,0,3,1,
5296,0,1,0,0,0,0,0,1,
5299,1,0,0,0,1,0,3,1,
5300,0,1,0,0,0,0,0,1,
5306,1,0,0,0,1,0,3,1,
5309,0,1,0,0,0,0,0,1,
5318,1,1,0,1,0,0,1,1,
5325,0,1,0,0,0,0,0,1,
5326,0,1,0,0,0,0,0,1,
5328,1,0,0,1,0,0,1,1,
5332,1,2,0,0,0,1,3,1,
5338,0,1,0,0,0,0,0,1,
5343,1,0,0,0,1,0,3,1,
5344,1,0,0,0,1,0,3,1,
5346,0,1,0,0,0,0,0,1,
5347,0,1,0,0,0,0,0,1,
5362,2,1,0,0,2,0,6,2,
5363,1,0,0,1,0,0,1,1,
5364,1,0,0,0,1,0,3,1,
5365,1,1,0,0,0,1,3,1,
5366,7,5,0,4,3,0,13,3,
5367,0,1,0,0,0,0,0,1,
5373,1,0,0,1,0,0,1,1,
5380,0,2,0,0,0,0,0,1,
5382,1,0,0,0,1,0,3,1,
5383,1,0,0,0,1,0,3,1,
5384,1,1,0,0,1,0,3,1,
5390,2,1,0,0,2,0,6,2,
5395,0,3,0,0,0,0,0,1,
5396,0,1,0,0,0,0,0,1,
5397,1,0,0,0,1,0,3,1,
5398,2,1,0,0,2,0,6,2,
5399,1,0,0,0,1,0,3,1,
5400,1,0,0,1,0,0,1,1,
5402,0,1,0,0,0,0,0,1,
5403,1,0,0,0,1,0,3,1,
5404,0,1,0,0,0,0,0,1,
5418,0,1,0,0,0,0,0,1,
5424,5,2,0,0,5,0,15,3,
5425,2,0,0,0,2,0,6,2,
5431,1,1,0,0,1,0,3,1,
5432,1,1,0,0,1,0,3,1,
5435,2,3,0,0,1,1,6,2,
5447,4,1,0,0,3,1,12,3,
5449,0,2,0,0,0,0,0,1,
5450,0,1,0,0,0,0,0,1,
5455,2,0,0,0,2,0,6,2,
5469,0,2,0,0,0,0,0,1,
5477,1,2,0,1,0,0,1,1,
5478,2,0,0,1,1,0,4,1,
5483,0,1,0,0,0,0,0,1,
5490,0,3,0,0,0,0,0,1,
5491,0,1,0,0,0,0,0,1,
5500,0,1,0,0,0,0,0,1,
5504,0,1,0,0,0,0,0,1,
5511,0,2,0,0,0,0,0,1,
5512,1,2,0,0,1,0,3,1,
5513,0,2,0,0,0,0,0,1,
5515,0,1,0,0,0,0,0,1,
5521,2,0,0,0,2,0,6,2,
5523,0,2,0,0,0,0,0,1,
5525,0,4,0,0,0,0,0,1,
5527,0,1,0,0,0,0,0,1,
5528,0,1,0,0,0,0,0,1,
5529,0,1,0,0,0,0,0,1,
5533,1,0,0,1,0,0,1,1,
5535,1,0,0,1,0,0,1,1,
5536,1,0,0,0,1,0,3,1,
5538,0,1,0,0,0,0,0,1,
5540,9,10,0,1,8,0,25,3,
5545,0,2,0,0,0,0,0,1,
5546,2,1,0,1,1,0,4,1,
5549,0,1,0,0,0,0,0,1,
5551,1,1,0,1,0,0,1,1,
5554,1,8,0,0,1,0,3,1,
5557,1,0,0,0,1,0,3,1,
5558,0,1,0,0,0,0,0,1,
5562,0,1,0,0,0,0,0,1,
5563,0,2,0,0,0,0,0,1,
5568,1,1,0,0,1,0,3,1,
5570,4,0,0,0,3,1,12,3,
5579,3,4,0,0,2,1,9,2,
5582,1,0,0,0,1,0,3,1,
5583,1,1,0,0,1,0,3,1,
5588,0,1,0,0,0,0,0,1,
5591,1,1,0,1,0,0,1,1,
5599,1,0,0,0,1,0,3,1,
5605,0,4,0,0,0,0,0,1,
5616,1,1,0,0,0,1,3,1,
5618,1,3,0,1,0,0,1,1,
5622,0,2,0,0,0,0,0,1,
5630,0,2,0,0,0,0,0,1,
5640,0,1,0,0,0,0,0,1,
5642,0,1,0,0,0,0,0,1,
5644,1,0,0,0,1,0,3,1,
5645,0,3,0,0,0,0,0,1,
5648,0,1,0,0,0,0,0,1,
5654,0,2,0,0,0,0,0,1,
5655,3,1,0,0,3,0,9,2,
5662,0,3,0,0,0,0,0,1,
5666,1,0,0,0,1,0,3,1,
5668,0,4,0,0,0,0,0,1,
5674,0,1,0,0,0,0,0,1,
5676,3,2,0,0,3,0,9,2,
5677,3,3,0,2,1,0,5,1,
5678,2,1,0,1,0,1,4,1,
5680,1,1,0,1,0,0,1,1,
5681,0,1,0,0,0,0,0,1,
5682,1,0,0,0,0,1,3,1,
5683,0,2,0,0,0,0,0,1,
5688,1,1,0,0,1,0,3,1,
5690,1,0,0,0,1,0,3,1,
5692,0,3,0,0,0,0,0,1,
5694,0,1,0,0,0,0,0,1,
5695,1,4,1,1,0,0,1,1,
5696,0,1,0,0,0,0,0,1,
5697,1,0,0,0,1,0,3,1,
5702,1,0,0,0,1,0,3,1,
5703,0,5,1,0,0,0,0,1,
5704,0,1,0,0,0,0,0,1,
5705,0,2,0,0,0,0,0,1,
5710,1,0,0,0,1,0,3,1,
5713,2,5,0,2,0,0,2,1,
5716,0,1,0,0,0,0,0,1,
5717,2,2,0,1,1,0,4,1,
5719,1,3,0,0,1,0,3,1,
5725,0,1,0,0,0,0,0,1,
5727,1,1,0,0,1,0,3,1,
5733,5,2,0,1,3,1,13,3,
5736,0,1,0,0,0,0,0,1,
5739,0,1,0,0,0,0,0,1,
5743,1,0,0,0,1,0,3,1,
5744,0,2,0,0,0,0,0,1,
5749,3,1,0,1,2,0,7,2,
5750,0,1,0,0,0,0,0,1,
5753,2,4,0,0,2,0,6,2,
5755,0,1,0,0,0,0,0,1,
5756,0,2,0,0,0,0,0,1,
5759,1,2,0,0,1,0,3,1,
5767,1,0,0,0,1,0,3,1,
5775,0,1,0,0,0,0,0,1,
5779,1,1,0,1,0,0,1,1,
5783,0,1,0,0,0,0,0,1,
5785,6,4,0,1,5,0,16,3,
5787,1,0,0,0,0,1,3,1,
5792,2,1,0,1,1,0,4,1,
5795,1,0,0,0,1,0,3,1,
5798,1,1,0,0,1,0,3,1,
5801,2,0,0,1,1,0,4,1,
5809,3,10,0,1,0,2,7,2,
5811,4,2,0,2,2,0,8,2,
5815,0,1,0,0,0,0,0,1,
5816,1,0,0,0,1,0,3,1,
5817,0,1,0,0,0,0,0,1,
5823,1,2,0,0,1,0,3,1,
5829,0,2,0,0,0,0,0,1,
5831,1,1,0,0,0,1,3,1,
5834,0,2,0,0,0,0,0,1,
5839,1,0,0,0,0,1,3,1,
5846,1,0,0,0,1,0,3,1,
5851,2,0,0,0,2,0,6,2,
5852,5,2,0,2,3,0,11,3,
5855,7,6,0,3,4,0,15,3,
5856,1,0,0,0,1,0,3,1,
5862,0,1,0,0,0,0,0,1,
5863,1,1,0,0,1,0,3,1,
5864,0,1,0,0,0,0,0,1,
5871,2,1,0,0,2,0,6,2,
5872,0,1,0,0,0,0,0,1,
5874,0,1,0,0,0,0,0,1,
5877,0,1,0,0,0,0,0,1,
5878,0,1,0,0,0,0,0,1,
5881,0,1,0,0,0,0,0,1,
5882,0,1,0,0,0,0,0,1,
5886,0,1,0,0,0,0,0,1,
5888,0,1,0,0,0,0,0,1,
5890,0,1,0,0,0,0,0,1,
5893,1,0,0,0,1,0,3,1,
5897,0,1,0,0,0,0,0,1,
5903,0,1,0,0,0,0,0,1,
5904,0,2,0,0,0,0,0,1,
5906,1,1,0,0,1,0,3,1,
5910,0,1,0,0,0,0,0,1,
5911,1,2,0,0,1,0,3,1,
5914,1,2,0,0,1,0,3,1,
5923,1,1,0,0,1,0,3,1,
5935,1,1,0,0,1,0,3,1,
5936,1,1,0,0,0,1,3,1,
5940,1,1,0,1,0,0,1,1,
5941,0,1,0,0,0,0,0,1,
5942,2,0,0,1,1,0,4,1,
5949,0,1,0,0,0,0,0,1,
5956,0,1,0,0,0,0,0,1,
5959,1,0,0,0,1,0,3,1,
5961,0,1,0,0,0,0,0,1,
5962,0,1,1,0,0,0,0,1,
5964,2,3,0,0,2,0,6,2,
5970,1,2,0,0,1,0,3,1,
5971,1,2,0,0,1,0,3,1,
5973,0,1,0,0,0,0,0,1,
5974,1,0,0,1,0,0,1,1,
5983,3,0,0,0,3,0,9,2,
5991,1,0,0,0,1,0,3,1,
5994,0,1,0,0,0,0,0,1,
5995,1,0,0,1,0,0,1,1,
5997,1,1,0,1,0,0,1,1,
6004,1,1,0,0,1,0,3,1,
6006,0,1,0,0,0,0,0,1,
6012,0,1,0,0,0,0,0,1,
6013,0,1,0,0,0,0,0,1,
6014,2,5,0,0,2,0,6,2,
6017,0,1,0,0,0,0,0,1,
6018,0,1,0,0,0,0,0,1,
6022,0,2,0,0,0,0,0,1,
6024,0,1,0,0,0,0,0,1,
6026,1,0,0,0,1,0,3,1,
6029,0,1,0,0,0,0,0,1,
6031,2,4,0,0,2,0,6,2,
6032,7,2,0,1,6,0,19,3,
6040,1,1,0,0,1,0,3,1,
6041,0,1,0,0,0,0,0,1,
6046,1,0,0,0,1,0,3,1,
6047,0,1,0,0,0,0,0,1,
6050,0,2,0,0,0,0,0,1,
6054,2,2,1,0,2,0,6,2,
6057,0,1,0,0,0,0,0,1,
6060,0,1,0,0,0,0,0,1,
6068,2,0,0,0,2,0,6,2,
6069,2,1,0,0,1,1,6,2,
6071,0,1,0,0,0,0,0,1,
6074,1,0,0,0,1,0,3,1,
6076,0,1,0,0,0,0,0,1,
6079,6,4,0,1,5,0,16,3,
6081,1,1,0,0,1,0,3,1,
6083,0,1,0,0,0,0,0,1,
6084,2,0,0,0,2,0,6,2,
6085,1,2,0,0,1,0,3,1,
6087,1,1,0,0,1,0,3,1,
6106,1,0,0,0,1,0,3,1,
6109,1,4,0,0,1,0,3,1,
6116,1,1,0,0,1,0,3,1,
6120,1,0,0,0,1,0,3,1,
6126,0,1,0,0,0,0,0,1,
6128,1,1,0,1,0,0,1,1,
6129,1,0,0,0,1,0,3,1,
6131,0,2,0,0,0,0,0,1,
6136,1,0,0,0,1,0,3,1,
6139,0,1,0,0,0,0,0,1,
6140,0,1,0,0,0,0,0,1,
6141,1,1,0,0,1,0,3,1,
6150,0,1,0,0,0,0,0,1,
6152,2,0,0,1,1,0,4,1,
6156,0,1,0,0,0,0,0,1,
6168,0,1,0,0,0,0,0,1,
6170,3,2,0,0,1,2,9,2,
6172,2,2,0,0,2,0,6,2,
6177,0,1,0,0,0,0,0,1,
6179,0,2,0,0,0,0,0,1,
6185,0,2,0,0,0,0,0,1,
6187,2,0,0,0,1,1,6,2,
6188,6,3,0,0,5,1,18,3,
6189,0,1,0,0,0,0,0,1,
6190,0,1,0,0,0,0,0,1,
6196,1,2,0,0,1,0,3,1,
6200,1,0,0,0,1,0,3,1,
6201,0,1,0,0,0,0,0,1,
6203,0,1,0,0,0,0,0,1,
6204,1,0,0,0,1,0,3,1,
6209,0,1,0,0,0,0,0,1,
6213,0,1,0,0,0,0,0,1,
6214,4,1,0,1,3,0,10,2,
6215,2,1,0,0,2,0,6,2,
6220,0,1,0,0,0,0,0,1,
6223,1,0,0,1,0,0,1,1,
6226,1,1,0,0,1,0,3,1,
6228,0,1,0,0,0,0,0,1,
6230,0,1,0,0,0,0,0,1,
6231,0,1,0,0,0,0,0,1,
6232,1,0,0,0,1,0,3,1,
6245,2,0,0,0,1,1,6,2,
6246,2,3,0,0,2,0,6,2,
6253,0,1,0,0,0,0,0,1,
6255,2,2,0,1,1,0,4,1,
6260,1,3,0,0,1,0,3,1,
6262,1,1,0,1,0,0,1,1,
6269,1,0,0,0,1,0,3,1,
6271,0,2,0,0,0,0,0,1,
6277,1,0,0,0,1,0,3,1,
6279,1,1,0,0,1,0,3,1,
6281,1,2,0,0,1,0,3,1,
6287,0,2,0,0,0,0,0,1,
6291,1,0,0,0,1,0,3,1,
6295,0,2,0,0,0,0,0,1,
6301,0,2,0,0,0,0,0,1,
6302,1,0,0,0,1,0,3,1,
6305,1,3,0,1,0,0,1,1,
6306,0,1,0,0,0,0,0,1,
6309,2,0,0,0,2,0,6,2,
6318,0,1,0,0,0,0,0,1,
6326,0,1,0,0,0,0,0,1,
6333,0,1,0,0,0,0,0,1,
6335,4,2,0,1,3,0,10,2,
6338,0,8,0,0,0,0,0,1,
6345,1,0,0,0,1,0,3,1,
6347,3,4,0,0,3,0,9,2,
6348,1,0,0,0,1,0,3,1,
6352,1,2,0,1,0,0,1,1,
6359,0,1,0,0,0,0,0,1,
6362,0,1,0,0,0,0,0,1,
6363,3,1,0,1,2,0,7,2,
6364,4,2,0,0,4,0,12,3,
6368,1,1,0,0,1,0,3,1,
6369,0,1,0,0,0,0,0,1,
6377,1,2,0,0,1,0,3,1,
6382,1,1,0,0,1,0,3,1,
6383,1,1,0,0,0,1,3,1,
6384,1,2,0,0,0,1,3,1,
6385,0,2,0,0,0,0,0,1,
6387,1,1,0,1,0,0,1,1,
6391,1,0,0,0,1,0,3,1,
6395,0,1,0,0,0,0,0,1,
6398,0,1,0,0,0,0,0,1,
6401,0,2,0,0,0,0,0,1,
6402,0,1,0,0,0,0,0,1,
6404,0,1,0,0,0,0,0,1,
6407,0,2,0,0,0,0,0,1,
6408,0,3,0,0,0,0,0,1,
6421,1,0,0,0,0,1,3,1,
6427,1,2,0,0,1,0,3,1,
6428,1,0,0,0,1,0,3,1,
6432,3,3,0,0,3,0,9,2,
6433,1,0,0,0,1,0,3,1,
6434,3,2,0,0,2,1,9,2,
6436,1,2,0,0,1,0,3,1,
6437,6,4,0,0,6,0,18,3,
6439,1,2,0,0,1,0,3,1,
6440,3,0,0,1,2,0,7,2,
6444,0,2,0,0,0,0,0,1,
6445,1,1,0,1,0,0,1,1,
6446,0,1,0,0,0,0,0,1,
6451,2,1,0,0,1,1,6,2,
6452,1,0,0,1,0,0,1,1,
6457,0,2,0,0,0,0,0,1,
6458,2,1,0,1,1,0,4,1,
6463,1,1,0,0,1,0,3,1,
6466,0,1,0,0,0,0,0,1,
6467,1,1,0,0,1,0,3,1,
6468,1,0,0,1,0,0,1,1,
6471,2,0,0,1,1,0,4,1,
6474,0,1,0,0,0,0,0,1,
6487,0,1,0,0,0,0,0,1,
6488,0,1,0,0,0,0,0,1,
6489,0,1,0,0,0,0,0,1,
6491,1,0,0,0,0,1,3,1,
6495,1,0,0,0,1,0,3,1,
6499,1,4,0,0,1,0,3,1,
6507,0,1,0,0,0,0,0,1,
6511,1,0,0,1,0,0,1,1,
6513,0,1,0,0,0,0,0,1,
6515,0,1,0,0,0,0,0,1,
6518,0,2,0,0,0,0,0,1,
6521,0,1,0,0,0,0,0,1,
6541,1,0,0,0,0,1,3,1,
6544,0,1,0,0,0,0,0,1,
6550,1,1,0,1,0,0,1,1,
6555,0,2,0,0,0,0,0,1,
6561,0,2,0,0,0,0,0,1,
6563,0,1,0,0,0,0,0,1,
6564,3,3,0,1,1,1,7,2,
6566,1,2,0,0,1,0,3,1,
6570,3,1,0,1,2,0,7,2,
6574,1,3,0,0,1,0,3,1,
6579,2,2,0,0,2,0,6,2,
6590,0,2,0,0,0,0,0,1,
6593,0,1,0,0,0,0,0,1,
6595,0,1,0,0,0,0,0,1,
6602,3,3,0,1,2,0,7,2,
6604,1,0,0,0,1,0,3,1,
6609,0,2,0,0,0,0,0,1,
6611,1,0,0,1,0,0,1,1,
6612,0,1,0,0,0,0,0,1,
6616,0,1,0,0,0,0,0,1,
6620,0,1,0,0,0,0,0,1,
6623,0,1,0,0,0,0,0,1,
6624,1,1,0,0,1,0,3,1,
6627,0,3,0,0,0,0,0,1,
6632,1,0,0,0,1,0,3,1,
6634,0,1,0,0,0,0,0,1,
6638,0,1,0,0,0,0,0,1,
6640,2,0,0,2,0,0,2,1,
6642,3,0,0,2,1,0,5,1,
6647,2,1,0,0,2,0,6,2,
6649,5,5,0,3,2,0,9,2,
6650,5,0,0,0,5,0,15,3,
6651,5,2,0,3,2,0,9,2,
6652,0,1,0,0,0,0,0,1,
6656,0,2,0,0,0,0,0,1,
6661,2,4,0,0,2,0,6,2,
6664,0,1,0,0,0,0,0,1,
6668,2,1,0,0,1,1,6,2,
6673,2,0,0,1,1,0,4,1,
6674,0,1,0,0,0,0,0,1,
6675,0,4,0,0,0,0,0,1,
6676,1,1,0,0,1,0,3,1,
6677,3,0,0,0,3,0,9,2,
6678,1,0,0,0,1,0,3,1,
6680,4,0,0,0,4,0,12,3,
6682,0,1,0,0,0,0,0,1,
6683,2,0,0,0,2,0,6,2,
6684,0,1,0,0,0,0,0,1,
6686,5,3,0,2,3,0,11,3,
6687,0,1,0,0,0,0,0,1,
6690,0,3,0,0,0,0,0,1,
6697,0,1,0,0,0,0,0,1,
6699,1,2,0,0,1,0,3,1,
6700,1,0,0,0,1,0,3,1,
6703,1,1,0,1,0,0,1,1,
6710,0,1,0,0,0,0,0,1,
6717,0,1,0,0,0,0,0,1,
6720,0,2,0,0,0,0,0,1,
6726,1,0,0,0,1,0,3,1,
6729,1,0,0,0,1,0,3,1,
6734,1,2,0,1,0,0,1,1,
6735,1,2,0,0,0,1,3,1,
6737,0,1,0,0,0,0,0,1,
6741,0,1,0,0,0,0,0,1,
6742,0,1,0,0,0,0,0,1,
6748,0,1,0,0,0,0,0,1,
6751,2,4,0,0,2,0,6,2,
6752,0,1,0,0,0,0,0,1,
6755,0,1,0,0,0,0,0,1,
6759,0,1,0,0,0,0,0,1,
6762,0,1,0,0,0,0,0,1,
6764,0,1,0,0,0,0,0,1,
6768,0,1,0,0,0,0,0,1,
6774,0,1,0,0,0,0,0,1,
6775,2,0,0,0,2,0,6,2,
6778,1,2,0,0,1,0,3,1,
6782,0,1,0,0,0,0,0,1,
6784,6,2,0,0,5,1,18,3,
6785,1,1,0,0,1,0,3,1,
6787,0,1,0,0,0,0,0,1,
6792,0,1,0,0,0,0,0,1,
6795,0,1,0,0,0,0,0,1,
6799,0,1,0,0,0,0,0,1,
6800,2,0,0,0,2,0,6,2,
6801,0,1,0,0,0,0,0,1,
6802,0,1,0,0,0,0,0,1,
6804,0,1,0,0,0,0,0,1,
6805,0,1,0,0,0,0,0,1,
6807,1,0,0,0,1,0,3,1,
6812,1,3,0,1,0,0,1,1,
6815,1,0,0,1,0,0,1,1,
6816,0,2,0,0,0,0,0,1,
6820,1,1,0,0,1,0,3,1,
6822,0,1,0,0,0,0,0,1,
6826,5,3,0,2,2,1,11,3,
6830,0,2,0,0,0,0,0,1,
6834,0,3,0,0,0,0,0,1,
6844,2,1,0,0,2,0,6,2,
6845,0,1,0,0,0,0,0,1,
6852,1,0,0,1,0,0,1,1,
6860,0,1,0,0,0,0,0,1,
6863,0,2,0,0,0,0,0,1,
6870,1,0,0,0,1,0,3,1,
6873,1,0,0,1,0,0,1,1,
6880,0,1,0,0,0,0,0,1,
6882,2,0,0,0,1,1,6,2,
6891,1,0,0,0,1,0,3,1,
6892,1,0,0,1,0,0,1,1,
6896,1,0,0,1,0,0,1,1,
6904,0,1,0,0,0,0,0,1,
6910,0,1,0,0,0,0,0,1,
6914,0,1,0,0,0,0,0,1,
6915,1,0,0,0,1,0,3,1,
6921,1,0,0,0,1,0,3,1,
6922,1,0,0,1,0,0,1,1,
6924,0,4,0,0,0,0,0,1,
6925,0,1,0,0,0,0,0,1,
6929,0,3,0,0,0,0,0,1,
6931,1,2,0,0,1,0,3,1,
6941,0,1,0,0,0,0,0,1,
6946,0,1,0,0,0,0,0,1,
6947,0,1,0,0,0,0,0,1,
6950,1,0,0,1,0,0,1,1,
6961,0,1,0,0,0,0,0,1,
6963,1,3,0,0,1,0,3,1,
6964,0,1,0,0,0,0,0,1,
6972,0,1,0,0,0,0,0,1,
6981,2,1,0,1,1,0,4,1,
6985,1,1,0,1,0,0,1,1,
6986,2,2,0,0,2,0,6,2,
6992,1,3,0,0,1,0,3,1,
6997,0,2,0,0,0,0,0,1,
7003,1,1,0,0,1,0,3,1,
7004,3,1,0,0,3,0,9,2,
7008,0,1,0,0,0,0,0,1,
7009,4,3,0,2,2,0,8,2,
7011,3,10,0,1,2,0,7,2,
7012,1,1,0,0,1,0,3,1,
7014,1,2,0,0,1,0,3,1,
7015,0,1,0,0,0,0,0,1,
7019,0,1,0,0,0,0,0,1,
7023,0,1,0,0,0,0,0,1,
7032,0,2,0,0,0,0,0,1,
7034,0,2,0,0,0,0,0,1,
7037,2,1,0,0,1,1,6,2,
7038,0,1,0,0,0,0,0,1,
7040,0,1,0,0,0,0,0,1,
7045,0,1,0,0,0,0,0,1,
7048,1,1,0,0,1,0,3,1,
7056,1,0,0,1,0,0,1,1,
7061,1,4,0,0,1,0,3,1,
7063,1,0,0,1,0,0,1,1,
7065,1,0,0,0,1,0,3,1,
7070,1,0,0,0,1,0,3,1,
7072,0,1,0,0,0,0,0,1,
7074,2,0,0,1,1,0,4,1,
7077,0,1,0,0,0,0,0,1,
7085,1,0,0,0,1,0,3,1,
7093,2,2,0,0,2,0,6,2,
7095,0,1,0,0,0,0,0,1,
7098,5,6,0,0,5,0,15,3,
7099,1,3,0,1,0,0,1,1,
7100,1,0,0,0,1,0,3,1,
7109,1,0,0,1,0,0,1,1,
7115,0,1,0,0,0,0,0,1,
7117,1,0,0,1,0,0,1,1,
7121,3,4,0,0,3,0,9,2,
7127,0,2,0,0,0,0,0,1,
7135,1,0,0,0,0,1,3,1,
7136,0,2,0,0,0,0,0,1,
7137,0,2,0,0,0,0,0,1,
7143,0,1,0,0,0,0,0,1,
7146,1,0,0,0,1,0,3,1,
7150,3,1,0,2,1,0,5,1,
7156,1,5,0,1,0,0,1,1,
7157,0,1,0,0,0,0,0,1,
7158,1,1,0,0,1,0,3,1,
7159,7,5,0,0,7,0,21,3,
7161,0,1,0,0,0,0,0,1,
7164,0,1,0,0,0,0,0,1,
7167,0,3,0,0,0,0,0,1,
7169,0,1,0,0,0,0,0,1,
7176,2,2,0,1,1,0,4,1,
7178,0,1,0,0,0,0,0,1,
7179,0,1,0,0,0,0,0,1,
7180,5,8,0,2,3,0,11,3,
7181,2,2,0,0,2,0,6,2,
7183,0,1,0,0,0,0,0,1,
7185,0,1,0,0,0,0,0,1,
7186,0,1,0,0,0,0,0,1,
7187,1,2,0,0,1,0,3,1,
7190,1,0,0,1,0,0,1,1,
7204,3,0,0,2,1,0,5,1,
7206,2,1,0,0,2,0,6,2,
7209,1,0,0,0,1,0,3,1,
7215,1,0,0,0,1,0,3,1,
7216,1,0,0,0,1,0,3,1,
7217,0,3,0,0,0,0,0,1,
7219,1,0,0,0,1,0,3,1,
7223,1,0,0,0,1,0,3,1,
7224,3,3,0,0,3,0,9,2,
7226,1,2,0,0,1,0,3,1,
7229,2,2,0,1,1,0,4,1,
7233,0,2,0,0,0,0,0,1,
7242,3,0,0,1,1,1,7,2,
7244,0,1,0,0,0,0,0,1,
7251,1,1,0,1,0,0,1,1,
7254,0,1,0,0,0,0,0,1,
7257,0,1,0,0,0,0,0,1,
7262,1,0,0,1,0,0,1,1,
7268,1,0,0,1,0,0,1,1,
7270,1,1,0,0,1,0,3,1,
7274,1,1,0,0,0,1,3,1,
7275,1,1,0,0,1,0,3,1,
7277,0,2,0,0,0,0,0,1,
7283,1,0,0,0,1,0,3,1,
7284,1,0,0,1,0,0,1,1,
7286,1,0,0,0,1,0,3,1,
7294,1,0,0,0,0,1,3,1,
7298,1,0,0,0,1,0,3,1,
7302,1,1,0,0,1,0,3,1,
7304,1,1,0,0,1,0,3,1,
7306,1,0,0,0,1,0,3,1,
7308,1,0,0,0,1,0,3,1,
7314,3,1,0,1,1,1,7,2,
7317,0,1,0,0,0,0,0,1,
7319,1,1,0,0,1,0,3,1,
7332,1,0,0,0,1,0,3,1,
7333,0,1,0,0,0,0,0,1,
7336,0,2,0,0,0,0,0,1,
7340,0,2,0,0,0,0,0,1,
7342,2,0,0,2,0,0,2,1,
7349,0,1,0,0,0,0,0,1,
7359,1,0,0,0,1,0,3,1,
7362,1,0,0,0,1,0,3,1,
7364,6,0,0,0,5,1,18,3,
7365,1,1,0,0,1,0,3,1,
7371,1,1,0,0,1,0,3,1,
7374,1,0,0,0,1,0,3,1,
7376,0,1,0,0,0,0,0,1,
7379,3,4,0,0,3,0,9,2,
7384,0,3,0,0,0,0,0,1,
7386,2,2,0,1,1,0,4,1,
7387,5,2,0,2,3,0,11,3,
7392,1,0,0,0,1,0,3,1,
7395,0,1,0,0,0,0,0,1,
7396,0,2,0,0,0,0,0,1,
7400,1,1,0,0,1,0,3,1,
7407,1,0,0,0,0,1,3,1,
7408,1,4,0,0,1,0,3,1,
7413,1,2,1,1,0,0,1,1,
7417,1,3,0,1,0,0,1,1,
7424,0,1,0,0,0,0,0,1,
7426,0,1,0,0,0,0,0,1,
7431,1,2,0,0,1,0,3,1,
7436,0,2,0,0,0,0,0,1,
7437,0,1,0,0,0,0,0,1,
7438,0,1,0,0,0,0,0,1,
7441,1,1,0,0,1,0,3,1,
7443,0,1,0,0,0,0,0,1,
